station_id,station_name,province_code,province_name,latitude,longitude,altitude
8492X,ATZENETA DEL MAESTRAT,12,Castellón,401338N,001011W,420
8500A,CASTELLÓ - ALMASSORA,12,Castellón,395726N,000419W,43
8501,CASTELLÓ DE LA PLANA,12,Castellón,395921N,000156W,23
8503Y,TORREBLANCA,12,Castellón,401241N,001101E,35
8520X,LA POBLA DE BENIFASSÀ-FREDES,12,Castellón,404137N,000955E,1165
8523X,VINARÒS,12,Castellón,403315N,002547E,111
9001D,REINOSA,39,Cantabria,425931N,040938W,870
9001S,ALTO CAMPOO,39,Cantabria,430212N,042228W,1650
9012E,SANTA GADEA DE ALFOZ,09,Burgos,425705N,035726W,915
9016X,"VALDERREDIBLE, CUBILLO DE EBRO",39,Cantabria,424835N,040156W,770
9019B,"VALDERREDIBLE, POLIENTES   ",39,Cantabria,424822N,035602W,720
9027X,SARGENTES DE LA LORA,09,Burgos,424449N,035304W,1017
9031C,BRIVIESCA,09,Burgos,423334N,031832W,730
9051,MEDINA DE POMAR,09,Burgos,425512N,032858W,580
9060X,LALASTRA,01,Álava,425231N,031354W,910
9069C,MIRANDA DE EBRO,09,Burgos,424114N,025738W,460
9073X,"AGURAIN/SALVATIERRA, OPAKUA",01,Álava,424947N,022135W,660
9087,VITORIA AERÓDROMO,01,Álava,425059N,023922W,521
9091O,FORONDA-TXOKIZA,01,Álava,425255N,024406W,513
9091R,VITORIA-GASTEIZ AEROPUERTO,01,Álava,425219N,024358W,513
9111,BELORADO,09,Burgos,422516N,031013W,820
9115X,VALDEZCARAY,26,La Rioja,421518N,025805W,1630
9121X,HARO,26,La Rioja,423431N,025117W,465
9122I,LABASTIDA,01,Álava,423614N,024636W,612
9136X,"ANGUIANO, VALVANERA",26,La Rioja,421351N,025216W,1006
9141V,NÁJERA,26,La Rioja,422451N,024336W,500
9145X,LEZA,01,Álava,423402N,023758W,575
9145Y,CENICERO,26,La Rioja,422858N,023822W,429
9170,"LOGROÑO, AEROPUERTO",26,La Rioja,422708N,021952W,353
9171K,LOS ARCOS,31,Navarra,423413N,021102W,470
9178X,CAMPEZO/KANPEZU,01,Álava,424014N,022046W,570
9188,ENCISO,26,La Rioja,420858N,021624W,855
9195C,ASTÚN- LA RACA,22,Huesca,424735N,003019W,2276
9198X,CANFRANC,22,Huesca,424458N,003058W,1197
9201K,JACA,22,Huesca,423444N,003249W,823
9201X,JACA,22,Huesca,423447N,003242W,832
9207,"VALLE DE HECHO, HECHO",22,Huesca,424426N,004502W,860
9208E,ARAGÜÉS DEL PUERTO,22,Huesca,424231N,004022W,1025
9211F,"BAILO, PUYALTO",22,Huesca,423051N,004902W,722
9218A,ISABA/IZABA,31,Navarra,425145N,005529W,838
9228J,OROZ-BETELU/OROTZ-BETELU,31,Navarra,425346N,011801W,635
9228T,RONCESVALLES/ORREAGA,31,Navarra,430028N,011932W,947
9238X,NAVASCUÉS/NABASKOZE,31,Navarra,424303N,010702W,612
9244X,SOS DEL REY CATÓLICO,50,Zaragoza,422927N,011248W,626
9245X,CÁSEDA,31,Navarra,423117N,012159W,440
9252X,OLITE/ERRIBERRI,31,Navarra,422921N,013920W,390
9257X,"ESTERIBAR, EMBALSE DE EUGI",31,Navarra,425814N,013101W,615
9262,PAMPLONA,31,Navarra,424904N,013818W,450
9262P,MONREAL/ELO,31,Navarra,424204N,012944W,585
9263D,"PAMPLONA, AEROPUERTO",31,Navarra,424637N,013900W,459
9263X,"ARANGUREN, ILUNDAIN",31,Navarra,424634N,013157W,572
9274X,IRURTZUN,31,Navarra,425508N,015006W,432
9280B,LARRAGA,31,Navarra,423258N,015127W,375
9283X,CADREITA,31,Navarra,421225N,014241W,268
9287A,SAN PEDRO MANRIQUE,42,Soria,420135N,021351W,1096
9293X,"ALFARO, LA PLANA",26,La Rioja,421034N,014438W,371
9294E,"BARDENAS REALES, BASE AÉREA",31,Navarra,421155N,012831W,295
9299X,TARAZONA,50,Zaragoza,415454N,014324W,475
9301X,MONTEAGUDO,31,Navarra,415732N,014126W,410
9302Y,TUDELA,31,Navarra,420320N,013634W,297
9321X,EJEA DE LOS CABALLEROS,50,Zaragoza,420716N,010823W,321
9336D,CASTEJON DE VALDEJASA,50,Zaragoza,415903N,005945W,543
9344C,ARCOS DE JALÓN,42,Soria,411259N,021735W,863
9352A,ALMAZUL,42,Soria,413429N,020825W,1000
9354X,ALHAMA DE ARAGON,50,Zaragoza,411735N,015343W,703
9374X,SANTA EULALIA DEL CAMPO,44,Teruel,403400N,011915W,1000
9377Y,EL PEDREGAL,19,Guadalajara,404643N,013406W,1185
9381,"CALAMOCHA, AERÓDROMO",44,Teruel,405154N,011818W,932
9381I,CALAMOCHA,44,Teruel,405534N,011736W,884
9390,DAROCA,50,Zaragoza,410652N,012436W,774
9394X,CALATAYUD,50,Zaragoza,411952N,013843W,582
9427X,LA ALMUNIA DE DOÑA GODINA,50,Zaragoza,412852N,012251W,370
9434,"ZARAGOZA, AEROPUERTO",50,Zaragoza,413938N,010015W,249
9434P,"ZARAGOZA, VALDESPARTERA",50,Zaragoza,413716N,005605W,258
9436X,FONFRÍA,44,Teruel,405943N,010515W,1255
9445L,"FORMIGAL, SARRIOS",22,Huesca,424545N,002334W,1800
9451F,"PANTICOSA, PETROSOS",22,Huesca,424216N,001631W,1850
9453X,"BIESCAS, EMBALSE DE BÚBAL",22,Huesca,424157N,001908W,1100
9460X,SABIÑÁNIGO,22,Huesca,423046N,002120W,775
9491X,ALMUDÉVAR,22,Huesca,420146N,003509W,390
9495Y,LECIÑENA,50,Zaragoza,414748N,003702W,405
9501X,VALMADRID,50,Zaragoza,412635N,005309W,535
9510X,QUINTO,50,Zaragoza,412545N,003014W,205
9513X,MUNIESA,44,Teruel,410152N,004820W,800
9531Y,MONTALBÁN,44,Teruel,404943N,004734W,895
9546B,HIJAR,44,Teruel,411019N,002631W,305
9550C,"ANDORRA, HORCALLANA",44,Teruel,405828N,002428W,762
9561X,CASTELLOTE,44,Teruel,404754N,001855W,755
9562X,MORELLA,12,Castellón,403718N,000607W,990
9563X,CASTELLFORT,12,Castellón,402955N,001112W,1220
9569A,CALANDA,44,Teruel,405648N,001416W,466
9573X,ALCAÑIZ,44,Teruel,410329N,000830W,334
9574B,"CASPE, PLANA DEL PILÓN",50,Zaragoza,411433N,000407W,215
9576C,BUJARALOZ,50,Zaragoza,413119N,001027W,357
9585,LA MOLINA,17,Girona,421957N,015622E,1699
9590,MARTINET  ,25,Lleida,422144N,014136E,1038
9590D,CAP DE REC,25,Lleida,422549N,014003E,1940
9619,LA SEU D'URGELL,25,Lleida,422117N,012746E,677
9632X,TUIXENT,25,Lleida,421349N,013410E,1196
9638D,COLL DE NARGÓ,25,Lleida,420916N,011843E,609
9647X,TORÀ,25,Lleida,414821N,012344E,435
9650X,ARTESA DE SEGRE,25,Lleida,415253N,010631E,400
9657X,ESTERRI D'ÀNEU,25,Lleida,423730N,010734E,952
9660,SANT MAURICI (LLAC),25,Lleida,423451N,010027E,1907
9677,PORT AINÉ,25,Lleida,422436N,011253E,2410
9689X,TORRE DE CABDELLA ,25,Lleida,422759N,005927E,1273
9698U,TALARN,25,Lleida,421217N,005153E,807
9707,LLIMIANA,25,Lleida,420401N,005426E,515
9718X,TORDERA - GRANYANELLA,25,Lleida,414052N,011323E,463
9720X,TÀRREGA,25,Lleida,413902N,010858E,388
9724X,OS DE BALAGUER,25,Lleida,415224N,004522E,520
9726E,LLORAC,43,Tarragona,413326N,011834E,657
9729X,MOLLERUSSA,25,Lleida,413701N,005160E,252
9744B,VALL DE BOÍ,25,Lleida,423012N,004756E,1089
9751,SOPEIRA,22,Huesca,421907N,004449E,760
9756X,BENABARRE,22,Huesca,420645N,002848E,765
9771,"LLEIDA, OBSERVATORIO",25,Lleida,413702N,003716E,199
9771C,LLEIDA,25,Lleida,413734N,003553E,186
9772X,LA POBLA DE CÉRVOLES,25,Lleida,412158N,005449E,673
9775X,EL SOLERÀS,25,Lleida,412449N,004042E,392
9776D,ELS TORMS,25,Lleida,412336N,004403E,488
9784P,BIELSA,22,Huesca,423748N,001329E,992
9808X,"AÍNSA-SOBRARBE, LA SERRETA",22,Huesca,422518N,000817E,610
9812M,"PARADOR DE ORDESA, PARQUE NACIONAL ORDESA Y MONTEPERDIDO",22,Huesca,423919N,000557W,1206
9814A,TORLA,22,Huesca,423736N,000642W,1020
9814I,"TORLA-ORDESA, EL CEBOLLAR",22,Huesca,423922N,000728W,1905
9814X,TORLA - ORDESA,22,Huesca,423815N,000643W,1076
9838B,BENASQUE,22,Huesca,423558N,003114E,1120
9839V,"CERLER, COGULLA",22,Huesca,423318N,003235E,2374
9843A,SEIRA,22,Huesca,422837N,002603E,825
9855E,"CAPELLA, LAGUARRES",22,Huesca,421205N,002758E,600
9866C,BARBASTRO,22,Huesca,420117N,000826E,305
9894Y,SARIÑENA,22,Huesca,414757N,000939W,300
9898,"HUESCA, AEROPUERTO",22,Huesca,420504N,001932W,546
9901X,HUESCA,22,Huesca,420820N,002342W,463
9908X,LANAJA,22,Huesca,414626N,001959W,380
9911X,BALLOBAR,22,Huesca,413710N,001116E,178
9918Y,"TAMARITE DE LITERA, LA MELUSA",22,Huesca,414651N,002237E,218
9924X,FRAGA,22,Huesca,413129N,002120E,170
9935X,VALDERROBRES,44,Teruel,405224N,000847E,483
9946X,HORTA DE SANT JOAN,43,Tarragona,405711N,001842E,495
9947X,LA POBLA DE MASSALUCA,43,Tarragona,411038N,002112E,370
9961X,CABACÉS,43,Tarragona,411458N,004407E,363
9975X,RASQUERA,43,Tarragona,410018N,003649E,112
9981A,ESTACIÓN DE TORTOSA (ROQUETES),43,Tarragona,404913N,002936E,50
9987P,SANT JAUME D'ENVEJA,43,Tarragona,404157N,004836E,1
9988B,CAP DE VAQUÈIRA,25,Lleida,424131N,005826E,2467
9990X,"NAUT ARAN, ARTIES ",25,Lleida,424201N,005237E,1161
9994X,BOSSÒST,25,Lleida,424634N,004123E,722
9995Y,VALCARLOS/LUZAIDE,31,Navarra,430528N,011803W,334
9998X,BELLO,44,Teruel,405517N,012940W,1006
